ALCHEMY.EMC	"נראה לי שאני מעדיף להיות בפנים."
ALCHEMY.EMC	"מזכיר מאד את כל החפצים המיותרים של זאנתיה."
ALCHEMY.EMC	"אני חושב שזה ללא ספק היה חדר השינה של זאנתיה."
ALCHEMY.EMC	"חדר שינה"
ALCHEMY.EMC	"זה בטח נראה טוב בשיערה של זאנתיה."
ALGAE.EMC	"איך הוא עשה את זה?"
ALGAE.EMC	"שום דבר לא יכול להיות קליל?"
ALGAE.EMC	"מעיין הרוס"
ALGAE.EMC	"הנה הלכו להם הכישופים."
ALTAR.EMC	"אאוץ' ! מקווה שזה מה שברין רצתה!"
ALTAR.EMC	" אאוץ'! "
ALTAR.EMC	"קוצים מעצבנים!"
ALTAR.EMC	"אקח זר שלם של כאלה."
ALTAR.EMC	"כבר לקחתי את השושנה שהייתה שם."
ALTAR.EMC	"חסר איזשהו חלק?"
ALTAR.EMC	"מתאים בדיוק, אפילו בלי דבק!"
ALTAR.EMC	"   היי!  התאמה מושלמת!    "
ALTAR.EMC	"בטוח שתיקנתי את זה!"
ALTAR.EMC	"יכול להיות שהוא מקולקל?"
ALTAR.EMC	"המזבח מקרין קסם עוצמתי."
ALTAR.EMC	"   וואו!"
ALTAR.EMC	"זה בוודאי הקמע!"
ALTAR.EMC	"היי, זה הולך להיות כל כך קל!"
ALTAR.EMC	"פעם המזבח הזה היה זורח באור קסום."
ALTAR.EMC	"הממ... זה מהמהם."
ALTAR.EMC	"זו בהחלט זריחה בריאה!"
ALTAR.EMC	"מזבח יער"
ARCH.EMC	"אוף!  כמה הייתי רוצה לשלוף אחד מהם החוצה!"
ARCH.EMC	"מערת הדמדומים"
ARCH.EMC	"אחח!"
ARCH.EMC	"התחלתי לחשוב שכבר לא אצא משם."
BALCONY.EMC	"הממ.  לא כלום!"
BALCONY.EMC	"התכנון של הבניין הזה מוזר!"
BALCONY.EMC	"אני לא מתכוון לקפוץ את כל הדרך למטה!"
BALCONY.EMC	"ההיכל האדיר"
BALCONY.EMC	"זה אדיר."
BELROOM.EMC	"RAISEPIC.WSA"
BELROOM.EMC	"RINGBELL.WSA"
BELROOM.EMC	"נו נו נו..."
BELROOM.EMC	"אני מקווה שאני לא צריך לשיר עכשיו!"
BELROOM.EMC	" זאנתיה המסכנה. "
BELROOM.EMC	"מקווה שאפשר להשיב גם אותה."
BELROOM.EMC	"נראה שעומדת להתחיל סערה."
BELROOM.EMC	"חבל שאני לא יכול להדליק את זה."
BELROOM.EMC	"ייתכן שזה סבא?"
BELROOM.EMC	"זה עשוי היה להיות החדר של סבא..."
BELROOM.EMC	"...או של זאנתיה."
BELROOM.EMC	"מפתח זהב!"
BELROOM.EMC	"אין שום דבר נוסף שמסתתר מאחורי הדיוקן."
BELROOM.EMC	"פה"
BELROOM.EMC	"מי"
BELROOM.EMC	"רה"
BELROOM.EMC	"דו"
BELROOM.EMC	"חדר שינה"
BELROOM.EMC	"לא יודע אם זה יעבוד..."
BELROOM.EMC	"זה לא שלנו?"
BONKBG.EMC	"עוד הפתעות?"
BONKBG.EMC	"יער אפל"
BONKBG.EMC	"הממ..."
BONKBG.EMC	"...אם יש רוכל בקרבת מקום..."
BONKBG.EMC	"...אקנה גרביים חדשים."
BONKBG.EMC	"BONK.WSA"
BRIDGE.EMC	"גשר רעוע"
BRIDGE.EMC	"היי!"
BRIDGE.EMC	"תיקנת את הגשר, הרמן!"
BRIDGE.EMC	"עכשיו הוא בטוח לגמרי!"
BRIDGE.EMC	"כן, טוב..."
BRIDGE.EMC	"הוא נראה..."
BRIDGE.EMC	"...בנוי בהחלט!"
BRIDGE.EMC	"תודה, ברנדון."
BRIDGE.EMC	"אז היכן המסור שלי?"
BRIDGE.EMC	"טוב...אני...המ...לא חשבתי שאתה רוצה שאחזיר אותו."
BRIDGE.EMC	"אבל, אלך למצוא אותו מיד!"
BRIDGE.EMC	"אני חושב שהוא מבלה יותר מדי זמן במערה הזו."
BRINS.EMC	"ברין... תמיד התייחסתי אליה כמאובנת מאליה."
BRINS.EMC	"היא תמיד הייתה אדיבה כלפיי."
BRINS.EMC	"נראה שעומדת להתחיל סערה ממש בקרוב."
BRINS.EMC	"אני לא אמור לישון בעת שכזו."
BRINS.EMC	"על סמך התפאורה, זה בוודאי חדר השינה של ברין."
BRINS.EMC	"חדר שינה"
BRINS.EMC	"אנסה את זה עלייך, ברין..."
BRINS.EMC	"בריכנית ורודה. נדירה בקירנדיה."
BROKEN.EMC	"ארר!"
BROKEN.EMC	"הגשר נראה הרוס, הרמן."
BROKEN.EMC	"הא?"
BROKEN.EMC	"אתה לא מתכוון לתקן אותו?"
BROKEN.EMC	"כמובן, אבל אני לא יודע איך!"
BROKEN.EMC	"התכוונתי להחליף את הקרשים השבורים, אבל אתה יודע איך הזמן טס."
BROKEN.EMC	"אני רק מקווה שאף אחד חשוב לא ניסה לחצות. "
BROKEN.EMC	"פן יפטרו אותי מהעבודה."
BROKEN.EMC	"אתה לא יכול להשיג חבל וקרשים חדשים?"
BROKEN.EMC	"NEEDSAW1.WSA"
BROKEN.EMC	"אני יכול להשיג חבל חדש."
BROKEN.EMC	"אני רק צריך לנסר קרשים!"
BROKEN.EMC	"אבל אין לי במה לנסר אותם."
BROKEN.EMC	"אראה מה אוכל לעשות."
BROKEN.EMC	"בטח."
BROKEN.EMC	"אלך לנסר כמה עצים להכין עוד קרשים."
BROKEN.EMC	"אני מקווה שהוא לא ינסר לעצמו את הרגל!"
BROKEN.EMC	"זה מסור ישן למדי."
BROKEN.EMC	"זה כלי הנגינה היחיד עליו סבא יודע לנגן."
BROKEN.EMC	"כן, טוב..."
BROKEN.EMC	"נו, אני מניח שאנסה לנסר כמה קרשים חדשים."
BROKEN.EMC	"תודה, הרמן."
BROKEN.EMC	"אני תוהה אם אוכל למצוא משהו שיעזור לו לתקן את הגשר."
BROKEN.EMC	"לא נראה לי שזה יעזור לו לתקן את הגשר."
BROKEN.EMC	"אני תוהה אם אצליח לחצות לצד השני?"
BROKEN.EMC	"החבל הזה נראה כמו הימור..."
BROKEN.EMC	"...אבל אני מהמר עליו בכל זאת!"
BROKEN.EMC	"AGILE.WSA"
BROKEN.EMC	"BALANCE2.WSA"
BROKEN.EMC	"מוטב ללכת על בטוח, נראה לי..."
BROKEN.EMC	"אבל אני עדיין חושב שהייתי מצליח."
BROKEN.EMC	"אתה יודע, הרמן..."
BROKEN.EMC	"נדמה לי שאצליח לחצות."
BROKEN.EMC	"לא יודע, ברנדון."
BROKEN.EMC	"ADVICE.WSA"
BROKEN.EMC	"כל מה שנותר זה החבל הדק הזה..."
BROKEN.EMC	"...וגם הוא כבר לא נראה לגמרי איתנו."
BROKEN.EMC	"שטויות!"
BROKEN.EMC	"אתה לא רומז שאני מגושם במקרה?"
BROKEN.EMC	"רגליי קלות למדי, הרמן."
BROKEN.EMC	"אני אחראי כאן, אם יקרה לך משהו, יאשימו אותי!"
BROKEN.EMC	"הממ..."
BROKEN.EMC	"אני הולך לנסות, הרמן!"
BROKEN.EMC	"חכה!"
BROKEN.EMC	"לפחות תן לי להתקרב, כך שאם תפול לשם--"
BROKEN.EMC	"הנה אני בא!"
BROKEN.EMC	"הוי לא!"
BROKEN.EMC	"עכשיו יאלצו אותי לתקן את הגשר!"
BROKEN.EMC	"אני חושב שאלך על בטוח..."
BROKEN.EMC	"תודה, ברנדון."
BROKEN.EMC	"גשר הרוס"
BROKEN.EMC	"זו לא אשמתי!"
BROKEN.EMC	"האם מצאת משהו שיעזור לי לתקן את הגשר?"
BURN.EMC	"לקחתם כדור בדולח."
BURN.EMC	"חה! נראה לו שאני טיפש?"
BURN.EMC	"עכשיו לי יש את כדור הבדולח."
BURN.EMC	"אאוץ'!  זה לוהט!"
BURN.EMC	"באסה!   אין לי פה נקניקיות."
BURN.EMC	"אאוץ'!"
BURN.EMC	"עץ בוער"
BURN.EMC	"מחשוף מסולע"
BURN.EMC	"נדמה היה לי שהרחתי משהו!"
CASTLE.EMC	"RIDGE.WSA"
CASTLE.EMC	"רכס גבוה"
CASTLE.EMC	"RIDGE2.WSA"
CATACOM.EMC	"נראה כמו מעין שדה כח קסום."
CATACOM.EMC	"זה חייב להתאים למשהו."
CATACOM.EMC	"אין כאן שום דבר נוסף."
CATACOM.EMC	"מעבר צינוק לח"
CATACOM.EMC	"זה עשוי לעבוד."
CATACOM.EMC	" הנה זה בא... "
CAVE.EMC	"כניסה חלולה"
CAVEB.EMC	"היער הערפילי"
CAVEB.EMC	"כניסה חלולה"
CAVEB.EMC	" או או!"
CAVEB.EMC	"נראה לי שאני בצרות!"
CAVEB.EMC	"הייתי שמח למצוא את המלקולם הזה."
CAVEB.EMC	"כמה קשוח הוא יכול להיות?"
CGATE.EMC	"ACIDGATE.WSA"
CGATE.EMC	"הוי, לא!"
CGATE.EMC	"הוי, לא!!"
CGATE.EMC	"GATE.WSA"
CGATE.EMC	"זה בבירור צריך מפתח."
CGATE.EMC	"השער פתוח כעת."
CGATE.EMC	"המפתח לא מתאים לחור."
CGATE.EMC	"תודה, אמא!"
CGATE.EMC	"המפתח מתאים..."
CGATE.EMC	"...אבל האם הוא עבד?"
CGATE.EMC	"השער לטירת קירנדיה"
CHASM.EMC	"חייבת להיות דרך לחצות."
CHASM.EMC	"אני לא יכול לחצות בצורה הנוכחית."
CHASM.EMC	"אני לא יכול לחצות בחזרה בצורה הנוכחית."
CHASM.EMC	"תהום הנפילה הנצחית"
CLIFF.EMC	"צוק דרומי"
DARMS.EMC	"זו הפעם הראשונה שאני רואה את דרם עומד."
DARMS.EMC	"הוא לא תפס גם את ברנדיווין, נכון?"
DARMS.EMC	"זה נראה כל כך נח."
DARMS.EMC	"לא נראה שלדרם יש המון דברים."
DARMS.EMC	"אין לי עם מה להדליק את זה."
DARMS.EMC	"הערות לא ברורות של דרם."
DARMS.EMC	"הכל נראה מת כאן בחוץ."
DARMS.EMC	"אין לי פנאי לשבת במנוחה."
DARMS.EMC	"חדר שינה"
DARMS.EMC	"אתה מיסטיקן..."
DARMS.EMC	"...אבל אנסה..."
DARMS.EMC	"הדבר הזה לא שייך לכרכרה המלכותית?"
DEAD.EMC	"PLANT.WSA"
DEAD.EMC	"PLANT2.WSA"
DEAD.EMC	"אני תוהה איזה מין דשן יהיה הכי טוב?"
DEAD.EMC	"היי, משהו קורה!"
DEAD.EMC	"וואו, האם אני עושה זאת?"
DEAD.EMC	"בוקר טוב."
DEAD.EMC	"שלום."
DEAD.EMC	"האם אתה עץ אגוזים או משהו?"
DEAD.EMC	"אם אתה מוכרח לדעת..."
DEAD.EMC	"...אני פסבדושיחיה כבירצמיחה!"
DEAD.EMC	"אין עליך במקרה זבל פרות..."
DEAD.EMC	"...או כמה דגים רקובים?"
DEAD.EMC	"...אני מורעב!"
DEAD.EMC	"מצטער."
DEAD.EMC	"זה בסדר."
DEAD.EMC	"אפעיל את השורשים שלי..."
DEAD.EMC	"היי שורשים, התעוררו!"
DEAD.EMC	"זמן לצאת לעבודה!"
DEAD.EMC	"אני גווע כאן למעלה!"
DEAD.EMC	"אתה לא מתכוון להעניק לי משהו בתמורה?"
DEAD.EMC	"על פי הוראות הפסבדושיחיה..."
DEAD.EMC	"...עליי:"
DEAD.EMC	"להודות לך על השבת החיים אל ""יער הענפים היבשים""..."
DEAD.EMC	"... וגם ""לבטא את הערכתנו העמוקה""..."
DEAD.EMC	"...וכן הלאה, וכולי..."
DEAD.EMC	"...וש""כאות הערכה על מעשיך אלו"", עליי לאבק אותך כעת."
DEAD.EMC	"   -שיעול-"
DEAD.EMC	"-שיעול-"
DEAD.EMC	"זה נכנס לי לאף!"
DEAD.EMC	"אני מרגיש שונה."
DEAD.EMC	"האם אני חזק יותר, או משהו כזה?"
DEAD.EMC	"אני מניח שזה תלוי בך."
DEAD.EMC	"עשיתי את חלקי, אז אם לא אכפת לך..."
DEAD.EMC	"אשוב להתעסק בבעיות משלי."
DEAD.EMC	"קדימה, שורשים!"
DEAD.EMC	"הבה נצא לדרך..."
DEAD.EMC	"וואו!"
DEAD.EMC	"זה אני עשיתי?"
DEAD.EMC	"מקווה שזה בסדר."
DEAD.EMC	"זה לא נראה מקום מבטיח במיוחד להתחיל לשתול בו גינה.."
DEAD.EMC	"האם עליי להשרות את הזרעים למשך לילה טרם הזריעה?"
DEAD.EMC	" הנה זה בא... "
DEAD.EMC	"כבר זרעתי אצטרובל."
DEAD.EMC	"כבר זרעתי בלוט."
DEAD.EMC	"כבר זרעתי אגוז."
DEAD.EMC	"נראה עמוק!"
DEAD.EMC	"זה בודאי בגודל של כלב."
DEAD.EMC	"אני יודע שיש זרעים בפנים, אבל מתחשק לי לאכול את זה."
DEAD.EMC	"זה זבל, לא גינון."
DEAD.EMC	"לא כדאי להפיל את זה לבור."
DEAD.EMC	"זה עשוי להיות שימושי מאוחר יותר."
DEAD.EMC	"בהצלחה מר שיח."
DEAD.EMC	"אני חושב שתזדקק לה בשכונה הזו."
DEAD.EMC	"יער הענפים היבשים"
DEAD.EMC	"אני לא רוצה לראות את החולד שכרה את הבור הזה!"
DNSTAIR.EMC	"וואו!"
DNSTAIR.EMC	"זה מדהים!"
DNSTAIR.EMC	" זה עצום! "
DNSTAIR.EMC	"SLIDE1.WSA"
DNSTAIR.EMC	"ברוך הבא נערי!"
DNSTAIR.EMC	"SLIDE2.WSA"
DNSTAIR.EMC	"אני רואה שעברת את הכלבלבים שלי!"
DNSTAIR.EMC	"אתה בוודאי פיקח ביותר!"
DNSTAIR.EMC	"אך מאחר ועשית זאת, עליך להישאר עמדי."
DNSTAIR.EMC	"לא תוכל לעזוב את האי הזה."
DNSTAIR.EMC	"יש לי כאן בביתי שני חוקים:"
DNSTAIR.EMC	"אסור להפריע לשנת הבוקר שלי..."
DNSTAIR.EMC	"...ואסור להיכנס לקירספת!"
DNSTAIR.EMC	"זוז הצידה פטפטן סגול!"
DNSTAIR.EMC	"די. די. אני גיליתי סבלנות..."
DNSTAIR.EMC	"לא נוכל להמשיך?"
DNSTAIR.EMC	"הו, וכמובן!"
DNSTAIR.EMC	"אחד מחבריך עבר לשרת אותי כאן."
DNSTAIR.EMC	"הוי הרמן... הרמן... ברנדון הגיע!"
DNSTAIR.EMC	"המממ? אני לא יודע איפה הוא..."
DNSTAIR.EMC	"...אבל אני בטוח שהוא כבר ימצא אותך."
DNSTAIR.EMC	"הוא משתוקק להחזיר לך את המסור."
DNSTAIR.EMC	"חה חה חה"
DNSTAIR.EMC	"איזה מטומטם!"
DNSTAIR.EMC	"בא לי כבר להחטיף לו איזו אחת!"
DNSTAIR.EMC	"בחיי! מדרגות גדולות."
DNSTAIR.EMC	"מעניין לאן הן מובילות?"
DNSTAIR.EMC	"אני ממשיך לצפות שיהיו כאן קליפות בננה."
DNSTAIR.EMC	"הנה זה שוב קורה!"
DNSTAIR.EMC	"UPSTAIRS.WSA"
DNSTAIR.EMC	"היכל הכניסה לטירה"
DNSTAIR.EMC	"DNSTAIRS.WSA"
DRAGON.EMC	"SEALED.WSA"
DRAGON.EMC	"הכניסה חסומה בקרח מוצק."
DRAGON.EMC	"חה חה חה"
DRAGON.EMC	"מה זה לכל הרוחות?"
DRAGON.EMC	"TOSS.WSA"
DRAGON.EMC	"MALENTER.WSA"
DRAGON.EMC	"SHUFFLE2.WSA"
DRAGON.EMC	"JUGGLE.WSA"
DRAGON.EMC	"JUGLTALK.WSA"
DRAGON.EMC	"BEHIND.WSA"
DRAGON.EMC	"JESTTALK.WSA"
DRAGON.EMC	"BRANTALK.WSA"
DRAGON.EMC	"אז, אתה הגיבור שהחליטו לזרוק לעברי?"
DRAGON.EMC	"לא היה אף אחד מתאים יותר לנסות אותי?"
DRAGON.EMC	"אתה מאמין לשקריה של ברין?"
DRAGON.EMC	"אולי אמך תוכל לסייע לך."
DRAGON.EMC	"אמי נפטרה, אדון."
DRAGON.EMC	"אבל שלך עוד בחיים, על בטוח, הרי היא הלבישה אותך!"
DRAGON.EMC	"היזהר, נערי.  אל תעליב אדם עם סכינים."
DRAGON.EMC	"זוז הצדה בבקשה. באתי אל המערה."
DRAGON.EMC	"היזהר, שוטה צעיר..."
DRAGON.EMC	"אני עלול לאבד אחיזה!"
DRAGON.EMC	"DODGE.WSA"
DRAGON.EMC	"לא רוצה להטריח. אבל החטאת את המטרה."
DRAGON.EMC	"אני לא מחטיא..."
DRAGON.EMC	"...אלא מרצון."
DRAGON.EMC	"אני מוכרח להשיב לך את המתנה, אדוני הנדיב."
DRAGON.EMC	"אניח לך עכשיו, ומצערך אברח..."
DRAGON.EMC	"...אולם מחר לא אהיה נחמד כל כך."
DRAGON.EMC	"FROZEN.WSA"
DRAGON.EMC	"זה היה מפחיד!"
DRAGON.EMC	"מאיזה קרקס הוא צץ?"
DRAGON.EMC	"זה קרח מוצק!"
DRAGON.EMC	"מערת הנחש"
DRAGON.EMC	"מדוע שארצה להיכנס למערה כזאת? "
EDGE.EMC	"קיר מסולע"
EDGEB.EMC	"קיר מסולע"
EMCAV.EMC	"מערה מברקת"
EMCAV.EMC	"וואו! הקירות עשויים מברקת!"
EMCAV.EMC	"זה היה יכול לעזור קודם!"
ENTER.EMC	"בריכה טבעית עשירה במינרלים"
ENTER.EMC	"אני תוהה אם מלקולם כאן בפנים."
EXTHEAL.EMC	"החלון הזה מרהיב ביופיו בלילה כשנרות המקדש דולקים."
EXTHEAL.EMC	"זו בוודאי אמה של ברין."
EXTHEAL.EMC	"מקדש קירנדיה"
EXTHEAL.EMC	"היא רוצה שאביא פרחים?!"
EXTHEAL.EMC	"סבא הפך לאבן!"
EXTHEAL.EMC	"הוא צריך עזרה, לא אהדה!"
EXTHEAL.EMC	"  קמע? איזה קמע?"
EXTPOT.EMC	"FROG.WSA"
EXTPOT.EMC	"אתה רעב קטנצ'יק?"
EXTPOT.EMC	"לא!"
EXTPOT.EMC	"*בליעה*"
EXTPOT.EMC	"מעונה של זאנתיה"
EXTPOT.EMC	"  נסיך?  "
EXTPOT.EMC	"נסיך של מה?"
EXTSPEL.EMC	"עוד שלט גדול..."
EXTSPEL.EMC	"...בלי דלת כניסה."
EXTSPEL.EMC	"כדאי לי לשתול אחד כזה בחצר."
EXTSPEL.EMC	"האם זה סכך, או סתם עשבים שנזרקו על הגג?"
EXTSPEL.EMC	"צריף מוזר"
EXTSPEL.EMC	"   שלום--  "
EXTSPEL.EMC	" מישהו בבית? "
EXTSPEL.EMC	")בחיי, כל כך חשוך כאן.("
EXTSPEL.EMC	"   דרם?   "
EXTSPEL.EMC	"  ברנדיווין?  "
FALLS.EMC	"אוכמניות."
FALLS.EMC	"מפל מים מדורג"
FESTSTH.EMC	"יער אפל"
FGOWEST.EMC	"יער אפל"
FNORTH.EMC	"יער אפל"
FNORTH.EMC	"לכאן, עצלן שכמותך!"
FNORTH.EMC	"אני לא רודף אחריך!"
FORESTA.EMC	"CHALICE1.WSA"
FORESTA.EMC	"CHALICE2.WSA"
FORESTA.EMC	" זה תקוע. "
FORESTA.EMC	" זה מלחיץ! "
FORESTA.EMC	"מה מחזיק אותו שם?"
FORESTA.EMC	"יער אפל"
FORESTA.EMC	"מה הגביע המלכותי עושה כאן?"
FORESTA.EMC	"משהו מוזר מתרחש כאן!"
FORESTA.EMC	"אני חושב שמתחילה להיות לי שפשפת."
FORESTA.EMC	"אני מוכן להישבע שחלק מהעצים האלה נראים בדיוק כמו אלה שיש לנו בגינה."
FORESTA.EMC	"אנסה את זה על הגביע."
FORESTA.EMC	"STEAL1.WSA"
FORESTA.EMC	"   היי!   "
FORESTA.EMC	"תחזיר את זה!"
FORESTA.EMC	" אוך... "
FORESTA.EMC	" נהדר... "
FORESTA.EMC	"עכשיו כולי מלא בזפת!"
FORESTB.EMC	"  )הממ...(  "
FORESTB.EMC	")חשבת שאתגנב מהצד השני, מה?("
FORESTB.EMC	"TAG-0.WSA"
FORESTB.EMC	"TAG.WSA"
FORESTB.EMC	"עזוב את הענף, מרית'."
FORESTB.EMC	"אני אתפוס אותך."
FORESTB.EMC	"מצחיק מאד, ברנדון."
FORESTB.EMC	"אתה יכול לקחת את הגולה!"
FORESTB.EMC	"אני לא משחק איתך יותר!"
FORESTB.EMC	"תודה, מרית'."
FORESTB.EMC	"יער אפל"
FORESTB.EMC	"לכאן, עצלן שכמותך!"
FORESTB.EMC	"אני לא רודף אחריך!"
FORESTB.EMC	" אוך-- "
FORESTB.EMC	" נהדר-- "
FORESTB.EMC	"עכשיו כולי מלא בזפת!"
FORESTC.EMC	"יער"
FOUNTN.EMC	"FOUNTAN1.WSA"
FOUNTN.EMC	"FTNTALK.WSA"
FOUNTN.EMC	"שלומות ידידי."
FOUNTN.EMC	"איך מתקדם המסע?"
FOUNTN.EMC	"יש לי כמה תכסיסים בשרוול."
FOUNTN.EMC	"אתה מוכן עכשיו?"
FOUNTN.EMC	"שנצא לדו קרב?"
FOUNTN.EMC	"ברגע זה, אני רוצה רק מים מהמעין."
FOUNTN.EMC	"כמה חבל!"
FOUNTN.EMC	"אמבט האצבעות מתחיל לשעמם אותי..."
FOUNTN.EMC	"...ואני ממש זקוק לשעשוע."
FOUNTN.EMC	"אולי משחק מחבואים קצר יבדר את שנינו."
FOUNTN.EMC	"אם אתה רוצה מים, עליך לתקן את המעין קודם."
FOUNTN.EMC	"אני לא יכול לגלות לך איפה לחפש."
FOUNTN.EMC	"זה לא הוגן ולא כיף!"
FOUNTN.EMC	"FOUNTAN2.WSA"
FOUNTN.EMC	"חה חה חה"
FOUNTN.EMC	"המים מבעבעים."
FOUNTN.EMC	"אם אני מרטיב את הנעליים לעולם לא אצליח להגיע לטירה."
FOUNTN.EMC	"הבקבוקון הזה כבר מלא."
FOUNTN.EMC	"הממ. שווה נסיון."
FOUNTN.EMC	"אני תוהה אם היא יודעת שנשפך לה."
FOUNTN.EMC	"המעין המכושף"
FOUNTN.EMC	"מושלם! עכשיו אנחנו נהנים."
FOYER.EMC	"PUNCH1.WSA"
FOYER.EMC	"PUNCH2.WSA"
FOYER.EMC	"PUNCH3.WSA"
FOYER.EMC	"בחיי, אתה פיקח!"
FOYER.EMC	"איזו חוצפה להפר את החוק שלי ככה!"
FOYER.EMC	"האם ברצונך להילחם בי כעת?"
FOYER.EMC	"או שתשמע בקול תחינתה של אמך?"
FOYER.EMC	"האם סבא שלך סרג לך את המקטורן?"
FOYER.EMC	"אל תדחוף אותי, סבאל'ה!"
FOYER.EMC	"אני מזהיר אותך!"
FOYER.EMC	"אתה מזהיר אותי? סוף סוף, בדיחה!"
FOYER.EMC	"זוז הצידה, אני נכנס!"
FOYER.EMC	"אמרתי לך אל, אבל אתה מתעקש?"
FOYER.EMC	"אל תדחוף אותי עוד פעם סבאל'ה!"
FOYER.EMC	"אולטימטום, מה?"
FOYER.EMC	"הנה הדחיפה!"
FOYER.EMC	"דביל."
FOYER.EMC	"אין עוד מקום על הכרית."
FOYER.EMC	"אני מקווה שזה המקום הנכון להניח את השרביט."
FOYER.EMC	"תמהני אם לכאן שייך הכתר?"
FOYER.EMC	"כמדומני שהגביע שייך לכרית."
FOYER.EMC	"קטיפה אדומה!"
FOYER.EMC	"זה אמור להספיק..."
FOYER.EMC	"FOYER.WSA"
FOYER.EMC	"מצוין!"
FOYER.EMC	"כל המלבושים המלכותיים מונחים..."
FOYER.EMC	"...אך האם הם בסדר הנכון?"
FOYER.EMC	"הלוואי והיה לי קורנס!"
FOYER.EMC	"כמובן, גם זה נעול!"
FOYER.EMC	"זו בוודאי הקירספת!"
FOYER.EMC	"הטרקלין המלכותי"
FSOUTH.EMC	"יער אפל"
FSOUTHB.EMC	"יער אפל"
FWSTSTH.EMC	"יער אפל"
GATECV.EMC	"CAVEDOOR.WSA"
GATECV.EMC	"ROCKS1.WSA"
GATECV.EMC	"הצלחתי בניסיון הראשון!"
GATECV.EMC	"נראה כי אצטרך להשליך פנימה עוד אבנים."
GATECV.EMC	"ROCKS2.WSA"
GATECV.EMC	"עשיתי זאת שוב!"
GATECV.EMC	"הוא זקוק כנראה לעוד אבנים."
GATECV.EMC	"ROCKS3.WSA"
GATECV.EMC	"  כן!  "
GATECV.EMC	"זה קל מדי!"
GATECV.EMC	"ROCKS4.WSA"
GATECV.EMC	" אופס... "
GATECV.EMC	"ROCKS5.WSA"
GATECV.EMC	"הצלחתי!"
GATECV.EMC	"אני יכול לחזור החוצה."
GATECV.EMC	"זה נראה כמו של סבא."
GATECV.EMC	"לא נראה לי שזה כבד מספיק בשביל להתנגד למשקל שתלוי עליו."
GATECV.EMC	"TRAPPED.WSA"
GATECV.EMC	"הו, זה פשוט נהדר."
GATECV.EMC	"שער הברזל בטח מחובר לצלחת ולמנגנון השקילה."
GATECV.EMC	"הלפיד מקובע למקומו."
GATECV.EMC	"מעבר בוגדני"
GEM.EMC	"LIFTDOWN.WSA"
GEM.EMC	"חה, נראה את החולדים האלה מנסים להגיע לפרחים שלי עכשיו."
GEM.EMC	"ארגז החול הישן שלי נהדר בתור אדנית."
GEM.EMC	"לפחות אני לא צריך לנקות את החלונות היום."
GEM.EMC	"שלט גדול וחביב..."
GEM.EMC	"...אבל אולי היינו צריכים להשתמש בקרשים כדי לבנות דלת כניסה."
GEM.EMC	"אני אשאיר את זה דולק."
GEM.EMC	"לא נראה לי שהעשים יציקו לו עכשיו."
GEM.EMC	"מחוץ לביתו של ברנדון"
GEM.EMC	"LIFTUP.WSA"
GEM.EMC	"אני תמיד אוהב לעשות זאת!"
GEMCUT.EMC	"אני יכול לנסר אותך החוצה?"
GEMCUT.EMC	"או-או, אולי אפשר לתקן את השיניים האלה."
GEMCUT.EMC	"היה שווה לנסות."
GEMCUT.EMC	"אני אתקן את זה."
